epoch,acc,loss
0,0.612,0.26334043955802916
1,0.74,0.17359504675865173
2,0.748,0.16487530410289764
3,0.754,0.15930142098665237
4,0.78,0.15623906075954438
5,0.772,0.15423635745048522
6,0.78,0.1526097541451454
7,0.778,0.1525286033153534
8,0.784,0.15285221195220947
9,0.784,0.1515144510269165
10,0.788,0.1509468743801117
11,0.784,0.15217410027980804
12,0.78,0.15135898089408875
13,0.792,0.1512678450345993
14,0.79,0.1508535530567169
15,0.788,0.15040690553188324
16,0.792,0.1502489780187607
17,0.786,0.15113107860088348
18,0.792,0.15019225764274596
19,0.778,0.15113448107242583
20,0.79,0.1514756944179535
21,0.798,0.15106185972690583
22,0.79,0.15046411180496216
23,0.792,0.15027367490530014
24,0.792,0.15046365976333617
25,0.792,0.15111200201511382
26,0.792,0.15018930554389953
27,0.79,0.14986480665206908
28,0.796,0.14961922031641006
29,0.788,0.1495678198337555
30,0.794,0.15009577345848082
31,0.794,0.14963981997966766
32,0.786,0.14938463532924653
33,0.79,0.15014858293533326
34,0.794,0.1498928193449974
35,0.794,0.1500120732784271
36,0.792,0.1496968091726303
37,0.792,0.1495238902568817
38,0.798,0.14961504995822905
39,0.794,0.1500575271844864
40,0.796,0.1495153498649597
41,0.796,0.14957063269615173
42,0.792,0.1497969672679901
43,0.792,0.14967962515354155
44,0.796,0.14925424408912658
45,0.8,0.1493143045902252
46,0.79,0.14899615573883057
47,0.79,0.1489448368549347
48,0.79,0.14920285212993623
49,0.79,0.14941922038793565
50,0.794,0.14919136452674867
51,0.792,0.14951936393976212
52,0.796,0.14916098177433013
53,0.794,0.14970968270301818
54,0.792,0.14878104603290557
55,0.792,0.14881935715675354
56,0.784,0.14848311722278595
57,0.794,0.14958794176578522
58,0.788,0.14909706717729568
59,0.796,0.14849067807197572
60,0.794,0.1490962952375412
61,0.792,0.14900304901599884
62,0.794,0.14861863255500793
63,0.792,0.1486798716187477
64,0.794,0.1485398725271225
65,0.79,0.1484872885942459
66,0.79,0.1493189263343811
67,0.796,0.14895757532119752
68,0.792,0.14862736451625824
69,0.792,0.14895021867752076
70,0.794,0.14834200298786163
71,0.792,0.1482094326019287
72,0.792,0.14936591064929963
73,0.792,0.14884429812431335
74,0.794,0.14855823838710785
75,0.794,0.14904622650146485
76,0.79,0.1488381150960922
77,0.798,0.14867996740341186
78,0.792,0.14859271395206453
79,0.794,0.14925213265419007
80,0.794,0.1481633117198944
81,0.8,0.14974452579021455
82,0.794,0.14874328553676605
83,0.794,0.14859980022907257
84,0.794,0.14916135156154633
85,0.796,0.14837717336416245
86,0.794,0.14958270055055617
87,0.798,0.14820582389831544
88,0.79,0.14860031223297118
89,0.796,0.14827190274000168
90,0.79,0.1485366707444191
91,0.794,0.14840236419439315
92,0.796,0.1484384593963623
93,0.796,0.14842128252983094
94,0.79,0.14864316368103028
95,0.794,0.14875800704956055
96,0.794,0.14906032800674437
97,0.794,0.14837588608264923
98,0.794,0.1485197684764862
99,0.796,0.14870079743862152
100,0.794,0.14851842159032821
101,0.792,0.14858678424358368
102,0.794,0.14861398565769196
103,0.79,0.14860384547710417
104,0.794,0.14861943686008453
105,0.79,0.14794435161352157
106,0.794,0.148577151119709
