epoch,acc,loss
0,0.799375,0.1468930498212576
1,0.8125,0.13884260931611062
2,0.813,0.13868922010064125
3,0.81125,0.13824047672748566
4,0.81225,0.1389382770061493
5,0.811375,0.13847345830500127
6,0.813,0.13625164648890495
7,0.812375,0.13879597535729407
8,0.815375,0.1366386512219906
9,0.813,0.13772884283959866
10,0.814125,0.13700018787384033
11,0.81175,0.1369173853099346
12,0.814375,0.13619042061269282
13,0.81275,0.13558272778987884
14,0.811375,0.13673226895928384
15,0.813,0.1363271475583315
16,0.813625,0.1358231976479292
17,0.813875,0.13544578185677528
18,0.813125,0.13570396307110785
19,0.813875,0.13545007169246673
