epoch,acc,loss
0,0.7425,0.18663475584983827
1,0.799,0.15473264956474303
2,0.796,0.15158581936359405
3,0.795,0.15104339158535005
4,0.801,0.15100373101234435
5,0.797,0.15092224729061127
6,0.7915,0.1504696877002716
7,0.797,0.15062276780605316
8,0.789,0.15041089105606079
9,0.7925,0.15033838927745818
10,0.794,0.1507515482902527
11,0.786,0.1497969824075699
12,0.79,0.14973544788360596
13,0.797,0.14921057403087615
14,0.7855,0.15016795778274536
15,0.7875,0.1496735178232193
16,0.7855,0.1498631985783577
17,0.7915,0.14926186925172805
18,0.79,0.14947801601886748
19,0.7895,0.14946892201900483
20,0.7885,0.15046451115608214
21,0.7895,0.14964260643720625
22,0.7945,0.1499106941819191
23,0.7895,0.14942921543121337
24,0.7905,0.14971530920267104
25,0.79,0.14960652732849122
26,0.788,0.14995110881328583
27,0.7905,0.149030113697052
28,0.791,0.14987522554397584
29,0.788,0.1502095659971237
30,0.7925,0.14968682384490967
31,0.7915,0.14978981065750122
32,0.788,0.14944542717933654
33,0.793,0.1498692612051964
34,0.7895,0.14896104502677918
35,0.7955,0.15004448747634888
36,0.79,0.1503037188053131
37,0.789,0.15020120513439178
38,0.7855,0.15016646528244018
39,0.7865,0.15010512280464172
40,0.79,0.1495156272649765
41,0.788,0.15058513337373733
42,0.7955,0.14994466042518614
43,0.79,0.15007957994937896
44,0.788,0.1498558999300003
45,0.7935,0.14971298718452453
46,0.784,0.14993405473232269
47,0.789,0.15038973474502562
48,0.7895,0.14968915474414826
49,0.8,0.14960462081432344
50,0.7945,0.150311993598938
51,0.7895,0.14999858969449997
52,0.786,0.15046669054031372
53,0.793,0.14974382746219636
54,0.791,0.14912849283218385
55,0.7915,0.14969806289672852
56,0.7895,0.14924337100982665
57,0.7905,0.1493091801404953
58,0.7865,0.14999243915081023
59,0.794,0.14903620433807374
60,0.792,0.1500273004770279
61,0.7915,0.1499583570957184
62,0.7885,0.14979938381910324
63,0.787,0.14876281881332398
64,0.7885,0.15054678881168365
65,0.7895,0.14967290329933167
66,0.7955,0.14945950162410737
67,0.789,0.14998647904396056
68,0.793,0.14997542464733124
69,0.7885,0.14989773166179657
70,0.7915,0.15072019040584564
71,0.788,0.15035447192192078
72,0.79,0.14997518372535706
73,0.7855,0.14939431166648864
74,0.7905,0.150440007686615
75,0.7905,0.15001511919498445
76,0.7885,0.14958633613586425
77,0.7865,0.15047906136512756
78,0.7925,0.1498463410139084
79,0.793,0.149348171710968
