epoch,acc,loss
0,0.8055,0.14805127906799317
1,0.804,0.14503814619779587
2,0.798,0.14196918785572052
3,0.809,0.1390574926137924
4,0.81,0.13775650280714036
5,0.81,0.13858281993865967
6,0.805,0.13795345950126647
7,0.8015,0.13880091428756713
8,0.8085,0.13707418060302734
9,0.808,0.13836351811885833
10,0.806,0.13792039328813552
11,0.8035,0.1380357928276062
12,0.803,0.1406070295572281
13,0.81,0.13700407963991165
14,0.8045,0.1360041333436966
15,0.807,0.13814031815528868
16,0.802,0.13757720029354095
17,0.802,0.13574010121822358
18,0.8105,0.13625480437278747
19,0.804,0.13813974720239638
20,0.8085,0.13496190822124482
21,0.811,0.13713304442167282
22,0.807,0.1361616489291191
23,0.8085,0.13723452532291414
24,0.807,0.13488535714149474
25,0.8095,0.13614583361148835
26,0.8045,0.13824651104211808
27,0.813,0.13548043578863145
28,0.8045,0.1348062307536602
29,0.803,0.13700920516252518
30,0.8055,0.13703575241565705
31,0.8035,0.13516697543859482
32,0.811,0.1353081676363945
33,0.795,0.13724853336811066
34,0.8095,0.1351035474538803
35,0.798,0.13980801969766618
36,0.8105,0.13614994823932647
37,0.8105,0.13648971712589264
38,0.8065,0.13678009188175203
39,0.8075,0.13521034520864486
40,0.815,0.13502025544643403
41,0.799,0.13564765334129333
42,0.808,0.13563099479675292
43,0.809,0.13556180483102798
44,0.8085,0.1363083285689354
45,0.807,0.13494466561079024
46,0.807,0.1363915469646454
47,0.8145,0.13521357238292694
48,0.8085,0.1338836681842804
49,0.81,0.1354030869603157
50,0.8075,0.134806037068367
51,0.8065,0.1362738624215126
52,0.799,0.1375846666097641
53,0.8085,0.13369771021604537
54,0.8085,0.13541427493095398
55,0.811,0.1333515787124634
56,0.809,0.1345088621377945
57,0.8075,0.13546963095664977
58,0.807,0.13489074063301087
59,0.8075,0.13273321270942687
60,0.8085,0.13410790318250657
61,0.807,0.13689833724498748
62,0.807,0.13318058717250825
63,0.811,0.13350814801454544
64,0.8125,0.13601300835609437
65,0.81,0.13458916860818862
66,0.8055,0.13446603798866272
67,0.8065,0.13337596184015274
68,0.8085,0.1343760512471199
69,0.8075,0.1338901982307434
70,0.809,0.13450857388973236
71,0.8,0.13412208557128907
72,0.8055,0.13339773309230804
73,0.808,0.13373235273361206
74,0.806,0.13611701440811158
75,0.814,0.13472235810756683
76,0.806,0.13656382352113725
77,0.811,0.13448827505111693
78,0.8085,0.13492025500535965
79,0.8155,0.1336116744875908
