epoch,acc,loss
0,0.76125,0.1770344201028347
1,0.770625,0.16005842998623848
2,0.77375,0.15803087583184242
3,0.776,0.1583492391705513
4,0.775625,0.15804242491722106
5,0.773375,0.15784293147921563
6,0.775375,0.157907111287117
7,0.7735,0.15842530205845834
8,0.775,0.1578727762401104
9,0.77275,0.15796747502684594
10,0.77525,0.1576380731165409
11,0.774125,0.1586036638021469
12,0.77625,0.1575690267086029
13,0.775375,0.15859489744901656
14,0.776125,0.15830518478155137
15,0.777125,0.1581829168498516
16,0.773125,0.15786472436785698
17,0.778625,0.15793820852041243
18,0.775125,0.1580718918144703
19,0.778125,0.15832026636600494
